맑은곰탕 고음 종로	한식>곰탕,설렁탕	서울특별시 종로구 인사동3길 35	1269850151	375714996
개화 명동점	중식>중식당	서울특별시 중구 남대문로 52-5	1269818503	375620819
란주칼면	중식>중식당	서울특별시 중구 소공로 64	1269821083	375609724
원흥	중식>중식당	서울특별시 중구 다동길 46	1269819007	375678937
오구반점	중식>중식당	서울특별시 중구 수표로 60	1269898496	375665179
신승관	중식>중식당	서울특별시 종로구 종로 19	1269798606	375708344
동해도 광화문점	음식점>일식>일식당	서울특별시 중구 무교로 28	1269794820	375684296
코끼리초밥 광화문점	음식점>일식>초밥,롤	서울특별시 종로구 세종대로 178	1269778819	375721535
어담익선	음식점>일식>초밥,롤	서울특별시 종로구 돈화문로11나길 27	1269901653	375739949
사토루 더 서촌	음식점>일식>일식당	서울특별시 종로구 자하문로7길 11	1269709856	375783639
일품 광화문점	음식점>일식>일식당	서울특별시 종로구 종로 19	1269798606	375708344
을지돈가스 명동본점	음식점>일식>돈가스	서울특별시 중구 명동9길 10	1269849975	375643266
이치규 광화문점	음식점>일식>일식당	서울특별시 종로구 종로 19	1269798606	375708344
명동돈가스	음식점>일식>돈가스	서울특별시 중구 명동3길 8	1269835560	375640263
곰소바 돈까스	음식점>일식>돈가스	서울특별시 서대문구 경기대로 64	1269640900	375645340
오봉카츠	음식점>일식>일식당	서울특별시 종로구 자하문로5길 24-1	1269704883	375777902
익선취향	음식점>양식	서울특별시 종로구 수표로28길 17-32	1269895934	375735970
심퍼티쿠시 광화문점	음식점>양식	서울특별시 종로구 율곡로 6	1269806761	375755559
한옥달 레스토랑	이탈리아음식>스파게티,파스타전문	서울특별시 종로구 자하문로1가길 9	1269718720	375769814
핏제리아 빠드레	음식점>이탈리아음식	서울특별시 종로구 새문안로5길 11-13	1269741385	375710651
파스타마켓 혜화 본점	이탈리아음식>스파게티,파스타전문	서울특별시 종로구 대학로11길 9-5	1270012480	375820794
명화당 명동1호점	분식>종합분식	서울특별시 중구 명동4길 30	1269837950	375623945
교남김밥	분식>김밥	서울특별시 종로구 경교장길 35	1269652933	375683803
꼬소한부뚜막 광화문광장점	분식>종합분식	서울특별시 종로구 세종대로23길 15	1269756633	375715135
병아리김밥 명동점	분식>김밥	서울특별시 중구 명동10길 19-3	1269855893	375629999
현선이네 청계즉석점	분식>떡볶이	서울특별시 중구 남대문로 112	1269830312	375671291
